date,Score 1,Score 2,Score 3,Score 4,Score 5,Overall,Data
12/3/2018,73.32175926,69.06341327,20.4618863,59.80843695,97.76234568,64.08356829,O3
12/4/2018,65.91435185,67.59458196,18.39470284,59.84632479,93.05555556,60.9611034,O3
12/5/2018,70.02314815,67.53194621,19.54134367,59.84635071,98.85620915,63.15979958,O3
12/6/2018,65.88541667,71.63597712,18.38662791,59.8205479,87.84722222,60.71515836,O3
12/7/2018,74.21875,71.76124862,20.7122093,59.84635071,98.95833333,65.09937839,O3
12/8/2018,73.61111111,70.01939851,20.54263566,59.84635071,98.14814815,64.43352883,O3
12/9/2018,70.02314815,67.53194621,19.54134367,59.82057641,98.85620915,63.15464472,O3
12/10/2018,65.85648148,67.46931046,18.37855297,59.84632479,92.97385621,60.90490518,O3
12/11/2018,69.96527778,66.93602586,19.5251938,59.89789932,98.7745098,63.01978131,O3
12/12/2018,69.47337963,66.05095777,19.3879199,59.97522224,98.08006536,62.59350898,O3
12/13/2018,71.09375,70.31821101,19.84011628,59.89789932,94.79166667,63.18832866,O3
12/14/2018,73.09027778,68.29918495,20.39728682,57.19067028,97.4537037,63.28622471,O3
12/15/2018,74.0162037,70.86658788,20.65568475,59.04798968,98.6882716,64.65494752,O3
12/16/2018,75.2025463,75.86527954,20.98675711,59.84635071,94.99269006,65.37872474,O3
12/17/2018,78.38541667,75.92791529,21.875,59.84635071,99.01315789,67.00956811,O3
12/18/2018,81.10532407,77.01274848,22.63404393,60.02571235,97.32638889,67.62084354,O3
12/19/2018,80.64236111,76.23927566,22.50484496,60.00912162,96.77083333,67.23328734,O3
12/20/2018,80.98958333,76.8410019,22.60174419,60.0056447,97.1875,67.52509482,O3
12/21/2018,77.80671296,76.60846655,21.71350129,59.79231358,93.36805556,65.85780999,O3
12/22/2018,76.01273148,75.86527954,21.2128553,59.96229711,96.01608187,65.81384906,O3
12/23/2018,74.73958333,75.86527954,20.85755814,59.8607117,94.40789474,65.14620549,O3
12/24/2018,78.09606481,74.84236034,21.79425065,60.13398698,98.64766082,66.70286472,O3
12/25/2018,77.28587963,73.4961395,21.56815245,60.04355026,97.62426901,66.00359817,O3
12/26/2018,75.69444444,75.86527954,21.12403101,59.92983359,95.61403509,65.64552473,O3
12/27/2018,74.30555556,71.68229914,20.73643411,59.11042902,93.85964912,63.93887339,O3
12/28/2018,72.19328704,67.68094836,20.14696382,59.80329577,96.25771605,63.21644221,O3
12/29/2018,74.18981481,71.69861287,20.70413437,60.14165875,98.91975309,65.13079478,O3
12/30/2018,72.8587963,68.85076575,20.33268734,60.06040561,97.14506173,63.84954334,O3
12/31/2018,72.59837963,67.86370618,20.26001292,59.10685891,96.79783951,63.32535943,O3
12/1/2018,60.04050926,58.96567659,16.75549096,59.4397985,84.7630719,55.99290944,SO2
12/2/2018,57.6099537,58.89200129,16.07719638,59.52847261,81.33169935,54.68786467,SO2
12/3/2018,61.28472222,57.15359067,17.10271318,58.77667905,86.51960784,56.16746259,SO2
12/4/2018,61.37152778,65.56081246,17.12693798,59.83954635,86.64215686,58.10819629,SO2
12/5/2018,68.9525463,64.28284096,19.24257106,59.61777135,97.34477124,61.88810018,SO2
12/6/2018,62.81828704,68.44431355,17.53068475,58.7318398,83.75771605,58.25656824,SO2
12/7/2018,74.18981481,71.69861287,20.70413437,59.74120805,98.91975309,65.05070464,SO2
12/8/2018,73.61111111,70.01939851,20.54263566,59.84635071,98.14814815,64.43352883,SO2
12/9/2018,69.24189815,65.20320562,19.32332041,59.05467158,97.75326797,62.11527275,SO2
12/10/2018,62.64467593,64.39217462,17.48223514,59.08109359,88.43954248,58.40794435,SO2
12/11/2018,65.45138889,63.53074365,18.26550388,59.85383944,92.40196078,59.90068733,SO2
12/12/2018,65.8275463,63.80308437,18.37047804,59.59539903,92.93300654,60.10590285,SO2
12/13/2018,69.41550926,65.1146384,19.37177003,57.72673356,92.55401235,60.83653272,SO2
12/14/2018,53.125,55.4242853,14.8255814,58.03272643,85,53.28151863,SO2
12/15/2018,53.93518519,56.52038837,15.05167959,57.43540236,86.2962963,53.84779036,SO2
12/16/2018,55.32407407,61.19086972,15.43927649,52.31985629,78.10457516,52.47573035,SO2
12/17/2018,69.64699074,71.62835833,19.43636951,55.44151929,87.9751462,60.82567682,SO2
12/18/2018,69.87847222,70.30178359,19.50096899,58.48600388,83.85416667,60.40427907,SO2
12/19/2018,77.98032407,74.5754997,21.7619509,59.09425216,93.57638889,65.39768315,SO2
12/20/2018,66.46412037,74.63121911,18.54812661,53.50465105,79.75694444,58.58101232,SO2
12/21/2018,58.73842593,59.37676847,16.39211886,50.71659414,78.31790123,52.70836173,SO2
12/22/2018,62.73148148,65.65496802,17.50645995,49.86412628,88.5620915,56.86382545,SO2
12/23/2018,64.0625,70.85274418,17.87790698,55.64522056,85.41666667,58.77100768,SO2
12/24/2018,73.6400463,72.69378453,20.55071059,59.91687911,93.01900585,63.96408528,SO2
12/25/2018,73.09027778,72.35868202,20.39728682,59.10746381,92.3245614,63.45565437,SO2
12/26/2018,63.74421296,52.96314563,17.78908269,56.50849148,84.99228395,55.19944334,SO2
12/27/2018,62.64467593,56.51013869,17.48223514,56.37691197,83.52623457,55.30803926,SO2
12/28/2018,51.5625,50.65583826,14.38953488,42.79254038,82.5,48.38008271,SO2
12/29/2018,52.02546296,55.22878404,14.51873385,41.51930195,83.24074074,49.30660471,SO2
12/30/2018,57.87037037,59.37863461,16.1498708,44.28240789,86.80555556,52.89736784,SO2
12/31/2018,54.05092593,53.54128378,15.08397933,52.31682663,81.07638889,51.21388091,SO2
